,A1,A2,A3,A4,A5,A6,A7,A8,A9,Class
21,0.8666666666666667,0.024628986422481847,0.8648648648648649,0.49793672627235214,0.9464285714285714,0.28125,0.20833333333333334,0.08695652173913043,0.19298245614035087,0
22,0.0,0.003473318598042313,0.054054054054053946,0.49793672627235214,0.5535714285714286,0.5625,0.513888888888889,0.23913043478260876,0.12280701754385964,0
23,0.0,0.011998736975055258,0.8378378378378377,0.4965612104539202,0.6428571428571428,0.578125,0.9166666666666666,0.44565217391304346,0.03508771929824561,0
24,0.0,0.0268392800757815,0.027027027027027195,0.49793672627235214,0.5535714285714286,0.5625,0.49999999999999994,0.2282608695652174,0.12280701754385964,0
25,0.11666666666666659,0.02494474265866751,0.43243243243243246,0.49793672627235214,0.39285714285714285,0.5625,0.6111111111111112,0.5869565217391305,0.3508771929824561,0
26,0.75,0.26965582570255764,0.8378378378378377,0.4938101788170564,0.6785714285714286,0.3125,0.29166666666666663,0.4130434782608695,0.40350877192982454,1
27,0.11666666666666659,0.023050205241553524,0.08108108108108114,0.4896836313617607,0.375,0.5625,0.4305555555555555,0.4782608695652174,0.3684210526315789,0
28,0.16666666666666663,0.023365961477739186,0.43243243243243246,0.49793672627235214,0.39285714285714285,0.5625,0.5555555555555556,0.5869565217391305,0.3684210526315789,0
29,0.0,0.01831386169876855,0.08108108108108114,0.49793672627235214,0.4642857142857143,0.5625,0.5416666666666666,0.3695652173913043,0.21052631578947367,0
30,0.29999999999999993,0.36217240290495734,0.0,0.4938101788170564,0.625,0.96875,0.23611111111111113,0.13043478260869568,0.21052631578947367,1
31,0.09999999999999998,0.0268392800757815,0.054054054054053946,0.49793672627235214,0.35714285714285715,0.5625,0.4305555555555555,0.48913043478260865,0.38596491228070173,0
32,0.21666666666666667,0.02557625513103884,0.10810810810810789,0.49793672627235214,0.375,0.5625,0.36111111111111105,0.48913043478260865,0.42105263157894735,0
33,0.0,0.013577518155983584,1.0,0.6423658872077029,0.6785714285714286,0.78125,0.9999999999999999,0.4782608695652174,0.017543859649122806,0
34,0.0,0.026523523839595834,0.8378378378378377,0.49793672627235214,0.6428571428571428,0.5,0.9166666666666666,0.44565217391304346,0.03508771929824561,0
35,0.06666666666666665,0.047679191664035364,0.054054054054053946,0.49793672627235214,0.17857142857142858,0.5625,0.47222222222222215,0.7282608695652174,0.5438596491228069,0
36,0.1333333333333333,0.02778654878433849,0.3783783783783785,0.5006877579092159,0.42857142857142855,0.53125,0.5694444444444444,0.5434782608695652,0.3333333333333333,0
37,0.55,0.021155667824439534,0.3513513513513513,0.49793672627235214,0.4464285714285714,0.5625,0.20833333333333334,0.5108695652173914,0.5263157894736841,0
38,0.21666666666666667,0.04420587306599305,0.10810810810810789,0.49793672627235214,0.75,0.5625,0.36111111111111105,0.03260869565217395,0.05263157894736842,0
39,0.4166666666666665,0.058099147458162304,0.18918918918918903,0.49793672627235214,0.0,0.4375,0.23611111111111113,0.9999999999999999,0.9122807017543859,0
40,0.0,0.015156299336911906,0.8378378378378377,0.49793672627235214,0.6785714285714286,0.53125,0.9166666666666666,0.4130434782608695,0.017543859649122806,0
41,0.29999999999999993,0.36217240290495734,0.027027027027027195,0.49793672627235214,0.5535714285714286,0.5625,0.23611111111111113,0.2282608695652174,0.2807017543859649,1
42,0.08333333333333326,0.02557625513103884,0.027027027027027195,0.49793672627235214,0.75,0.5625,0.4305555555555555,0.010869565217391297,0.0,0
43,0.0,0.0268392800757815,0.027027027027027195,0.49793672627235214,0.6964285714285714,0.5625,0.49999999999999994,0.06521739130434784,0.0,0
44,0.18333333333333335,0.021155667824439534,0.3783783783783785,0.5089408528198074,0.42857142857142855,0.359375,0.5277777777777778,0.5434782608695652,0.3684210526315789,0
45,0.1333333333333333,0.028102305020524156,0.3783783783783785,0.49931224209078406,0.42857142857142855,0.53125,0.5694444444444444,0.5434782608695652,0.3333333333333333,0
46,0.5833333333333333,0.04389011682980739,0.18918918918918903,0.49793672627235214,0.0,0.546875,0.09722222222222224,0.9999999999999999,1.0,0
47,0.09999999999999998,0.01894537417113988,0.027027027027027195,0.49793672627235214,0.75,0.5625,0.41666666666666663,0.010869565217391297,0.0,0
48,0.5333333333333332,0.02841806125670982,0.8648648648648649,0.49793672627235214,0.9107142857142857,0.4375,0.4861111111111111,0.14130434782608692,0.07017543859649122,0
49,0.0,0.010419955794126936,0.054054054054053946,0.49793672627235214,0.5535714285714286,0.5625,0.513888888888889,0.23913043478260876,0.12280701754385964,0
50,0.23333333333333328,0.04389011682980739,0.10810810810810789,0.49793672627235214,0.75,0.5625,0.34722222222222215,0.03260869565217395,0.07017543859649122,0
51,0.55,0.02778654878433849,0.8648648648648649,0.49793672627235214,0.9107142857142857,0.359375,0.47222222222222215,0.14130434782608692,0.07017543859649122,0
52,0.16666666666666663,0.021787180296810864,0.054054054054053946,0.49793672627235214,0.35714285714285715,0.5625,0.37499999999999994,0.48913043478260865,0.42105263157894735,0
53,0.1333333333333333,0.0473634354278497,0.054054054054053946,0.49793672627235214,0.625,0.5625,0.40277777777777773,0.15217391304347827,0.12280701754385964,0
54,0.7,0.6555099463214398,0.18918918918918903,0.4938101788170564,0.7678571428571428,0.484375,0.0,0.043478260869565244,0.2807017543859649,1
55,0.08333333333333326,0.028102305020524156,0.08108108108108114,0.4896836313617607,0.375,0.5625,0.4583333333333333,0.4782608695652174,0.3508771929824561,0
56,0.1333333333333333,0.017050836754025894,0.054054054054053946,0.4938101788170564,0.7678571428571428,0.5,0.40277777777777773,0.0,0.0,0
57,0.9833333333333334,0.028733817492895487,0.8648648648648649,0.49793672627235214,0.9821428571428571,0.1875,0.1111111111111111,0.06521739130434784,0.24561403508771928,0
58,0.3666666666666666,0.015472055573097571,0.3513513513513513,0.49793672627235214,0.4464285714285714,0.5625,0.36111111111111105,0.5108695652173914,0.43859649122807015,0
59,0.8333333333333333,0.025892011367224504,0.8648648648648649,0.49793672627235214,0.9464285714285714,0.421875,0.23611111111111113,0.08695652173913043,0.17543859649122806,0
60,0.11666666666666659,0.024628986422481847,0.054054054054053946,0.49793672627235214,0.35714285714285715,0.5625,0.41666666666666663,0.48913043478260865,0.38596491228070173,0
61,0.5333333333333332,0.028733817492895487,0.8648648648648649,0.49793672627235214,0.9107142857142857,0.46875,0.4861111111111111,0.14130434782608692,0.07017543859649122,0
62,0.11666666666666659,0.05146826649826334,0.054054054054053946,0.49793672627235214,0.17857142857142858,0.5625,0.4305555555555555,0.7282608695652174,0.5614035087719298,0
63,0.7833333333333332,0.02620776760341017,0.8648648648648649,0.49793672627235214,0.9464285714285714,0.515625,0.26388888888888884,0.08695652173913043,0.15789473684210525,0
64,0.1499999999999999,0.05241553520682034,0.054054054054053946,0.49793672627235214,0.17857142857142858,0.5625,0.38888888888888884,0.7282608695652174,0.5964912280701753,0
65,0.1333333333333333,0.05178402273444901,0.054054054054053946,0.49793672627235214,0.17857142857142858,0.5625,0.41666666666666663,0.7282608695652174,0.5789473684210527,0
66,0.16666666666666663,0.047679191664035364,0.054054054054053946,0.49793672627235214,0.625,0.5625,0.37499999999999994,0.15217391304347827,0.14035087719298245,0
67,0.25,0.028733817492895487,0.43243243243243246,0.49793672627235214,0.39285714285714285,0.5625,0.4861111111111111,0.5869565217391305,0.42105263157894735,0
68,0.6499999999999999,0.023050205241553524,0.8648648648648649,0.49793672627235214,0.9285714285714285,0.515625,0.37499999999999994,0.11956521739130438,0.10526315789473684,0
69,0.4833333333333334,0.06157246605620461,0.18918918918918903,0.49793672627235214,0.017857142857142905,0.953125,0.18055555555555555,0.967391304347826,0.9122807017543859,0
70,0.7166666666666666,0.025260498894853177,0.8648648648648649,0.49793672627235214,0.9285714285714285,0.4375,0.3333333333333333,0.11956521739130438,0.14035087719298245,0
71,0.0,0.023997473950110516,0.027027027027027195,0.49793672627235214,0.6964285714285714,0.5625,0.49999999999999994,0.06521739130434784,0.0,0
72,0.0,0.005683612251341966,0.8378378378378377,0.4965612104539202,0.6428571428571428,0.578125,0.9166666666666666,0.44565217391304346,0.03508771929824561,0
73,0.23333333333333328,0.0268392800757815,0.054054054054053946,0.49793672627235214,0.35714285714285715,0.5625,0.3194444444444444,0.48913043478260865,0.45614035087719296,0
74,0.0,0.012630249447426588,0.027027027027027195,0.49793672627235214,0.5535714285714286,0.5625,0.49999999999999994,0.2282608695652174,0.12280701754385964,0
75,0.0,0.02715503631196716,0.8378378378378377,0.49793672627235214,0.6428571428571428,0.5625,0.9166666666666666,0.44565217391304346,0.03508771929824561,0
76,0.1333333333333333,0.028733817492895487,0.16216216216216228,0.49793672627235214,0.7678571428571428,0.5625,0.4583333333333333,0.03260869565217395,0.0,0
77,0.06666666666666665,0.04420587306599305,0.054054054054053946,0.49793672627235214,0.625,0.5625,0.4583333333333333,0.15217391304347827,0.08771929824561403,0
78,0.09999999999999998,0.014524786864540576,0.027027027027027195,0.49793672627235214,0.75,0.5625,0.41666666666666663,0.010869565217391297,0.0,0
79,0.6499999999999999,0.02431323018629618,0.3513513513513513,0.49518569463548834,0.4464285714285714,0.5625,0.1388888888888889,0.5108695652173914,0.5789473684210527,0
80,0.0,0.02620776760341017,0.054054054054053946,0.49793672627235214,0.5535714285714286,0.5625,0.513888888888889,0.23913043478260876,0.12280701754385964,0
81,0.21666666666666667,0.04483738553836438,0.054054054054053946,0.49793672627235214,0.17857142857142858,0.5625,0.3333333333333333,0.7282608695652174,0.631578947368421,0
82,0.21666666666666667,0.04452162930217872,0.10810810810810789,0.49793672627235214,0.75,0.5625,0.36111111111111105,0.03260869565217395,0.05263157894736842,0
83,0.11666666666666659,0.026523523839595834,0.10810810810810789,0.5006877579092159,0.375,0.5625,0.4444444444444444,0.48913043478260865,0.3684210526315789,0
84,0.35,0.015156299336911906,0.3513513513513513,0.49793672627235214,0.4464285714285714,0.5625,0.37499999999999994,0.5108695652173914,0.42105263157894735,0
85,0.1499999999999999,0.021787180296810864,0.10810810810810789,0.5020632737276479,0.375,0.5625,0.41666666666666663,0.48913043478260865,0.38596491228070173,0
86,0.5833333333333333,0.02431323018629618,0.8648648648648649,0.49793672627235214,0.9107142857142857,0.078125,0.4444444444444444,0.14130434782608692,0.08771929824561403,0
87,0.16666666666666663,0.023050205241553524,0.43243243243243246,0.49793672627235214,0.39285714285714285,0.5625,0.5694444444444444,0.5869565217391305,0.3684210526315789,0
88,0.2833333333333333,0.01420903062835491,0.3513513513513513,0.49793672627235214,0.4464285714285714,0.5625,0.4305555555555555,0.5108695652173914,0.38596491228070173,0
89,0.5833333333333333,0.04483738553836438,0.18918918918918903,0.49793672627235214,0.0,0.53125,0.09722222222222224,0.9999999999999999,1.0,0
90,0.08333333333333326,0.02747079254815283,0.43243243243243246,0.49793672627235214,0.39285714285714285,0.5625,0.625,0.5869565217391305,0.3333333333333333,0
91,0.16666666666666663,0.02210293653299653,0.054054054054053946,0.49793672627235214,0.35714285714285715,0.5625,0.36111111111111105,0.48913043478260865,0.42105263157894735,0
92,0.5999999999999999,0.023365961477739186,0.8648648648648649,0.49793672627235214,0.9285714285714285,0.546875,0.41666666666666663,0.11956521739130438,0.08771929824561403,0
93,0.55,0.05336280391537733,0.18918918918918903,0.49793672627235214,0.017857142857142905,1.0,0.125,0.967391304347826,0.9649122807017543,0
94,0.5166666666666666,0.05999368487527629,0.18918918918918903,0.49793672627235214,0.0,0.4375,0.15277777777777776,0.9999999999999999,0.9649122807017543,0
95,0.19999999999999996,0.04610041048310704,0.054054054054053946,0.49793672627235214,0.625,0.5625,0.34722222222222215,0.15217391304347827,0.15789473684210525,0
96,0.6333333333333333,0.022418692769182194,0.8648648648648649,0.49793672627235214,0.9285714285714285,0.53125,0.40277777777777773,0.11956521739130438,0.08771929824561403,0
97,0.5666666666666667,0.0473634354278497,0.18918918918918903,0.49793672627235214,0.0,0.5,0.1111111111111111,0.9999999999999999,1.0,0
98,0.6166666666666667,0.023997473950110516,0.8648648648648649,0.49793672627235214,0.9285714285714285,0.546875,0.41666666666666663,0.11956521739130438,0.08771929824561403,0
99,0.33333333333333326,0.4000631512472371,0.1351351351351351,0.49793672627235214,0.6785714285714286,0.5625,0.27777777777777773,0.13043478260869568,0.19298245614035087,1
100,1.0,0.028102305020524156,0.8648648648648649,0.49793672627235214,1.0,0.5625,0.09722222222222224,0.03260869565217395,0.22807017543859648,0
101,0.5666666666666667,0.0268392800757815,0.8648648648648649,0.49793672627235214,0.9107142857142857,0.234375,0.4583333333333333,0.14130434782608692,0.08771929824561403,0
102,0.5833333333333333,0.021155667824439534,0.3513513513513513,0.4965612104539202,0.4464285714285714,0.5625,0.18055555555555555,0.5108695652173914,0.5438596491228069,0
103,0.0,0.00947268708556994,0.8378378378378377,0.49793672627235214,0.6785714285714286,0.53125,0.9166666666666666,0.4130434782608695,0.017543859649122806,0
104,0.75,0.0268392800757815,0.8648648648648649,0.49793672627235214,0.9285714285714285,0.3125,0.3055555555555555,0.11956521739130438,0.15789473684210525,0
105,0.0,0.005683612251341966,0.8378378378378377,0.49518569463548834,0.6785714285714286,0.515625,0.9166666666666666,0.4130434782608695,0.017543859649122806,0
106,0.19999999999999996,0.023997473950110516,0.054054054054053946,0.49793672627235214,0.35714285714285715,0.5625,0.34722222222222215,0.48913043478260865,0.43859649122807015,0
107,0.16666666666666663,0.023997473950110516,0.3783783783783785,0.5048143053645117,0.42857142857142855,0.4375,0.5277777777777778,0.5434782608695652,0.3508771929824561,0
108,0.6666666666666665,0.025892011367224504,0.3513513513513513,0.4938101788170564,0.4464285714285714,0.5625,0.1111111111111111,0.5108695652173914,0.5964912280701753,0
109,0.6833333333333333,0.023997473950110516,0.8648648648648649,0.49793672627235214,0.9285714285714285,0.484375,0.36111111111111105,0.11956521739130438,0.12280701754385964,0
110,0.16666666666666663,0.05115251026207768,0.054054054054053946,0.49793672627235214,0.17857142857142858,0.5625,0.37499999999999994,0.7282608695652174,0.5964912280701753,0
111,0.25,0.029365329965266813,0.10810810810810789,0.49793672627235214,0.375,0.5625,0.3194444444444444,0.48913043478260865,0.43859649122807015,0
112,0.0,0.0,0.8378378378378377,0.5020632737276479,0.6428571428571428,0.3125,0.9166666666666666,0.44565217391304346,0.03508771929824561,0
113,0.0,0.02747079254815283,0.1351351351351351,0.49793672627235214,0.6785714285714286,0.5625,0.5555555555555556,0.13043478260869568,0.0,0
114,0.0,0.010419955794126936,0.054054054054053946,0.49793672627235214,0.5535714285714286,0.5625,0.513888888888889,0.25,0.12280701754385964,0
115,0.21666666666666667,0.025260498894853177,0.43243243243243246,0.49793672627235214,0.39285714285714285,0.5625,0.5277777777777778,0.5869565217391305,0.40350877192982454,0
116,0.09999999999999998,0.046416166719292704,0.054054054054053946,0.49793672627235214,0.625,0.5625,0.4305555555555555,0.15217391304347827,0.10526315789473684,0
117,0.06666666666666665,0.04389011682980739,0.054054054054053946,0.49793672627235214,0.625,0.5625,0.4583333333333333,0.15217391304347827,0.08771929824561403,0
118,0.0,0.017050836754025894,0.8378378378378377,0.4965612104539202,0.6428571428571428,0.5625,0.9166666666666666,0.44565217391304346,0.03508771929824561,0
119,0.1499999999999999,0.021787180296810864,0.054054054054053946,0.49793672627235214,0.35714285714285715,0.5625,0.38888888888888884,0.48913043478260865,0.40350877192982454,0
120,0.5166666666666666,0.01831386169876855,0.3513513513513513,0.49793672627235214,0.4464285714285714,0.5625,0.24999999999999997,0.5108695652173914,0.5087719298245614,0
121,0.18333333333333335,0.022734449005367856,0.3783783783783785,0.5061898211829436,0.42857142857142855,0.390625,0.5277777777777778,0.5434782608695652,0.3508771929824561,0
122,0.18333333333333335,0.04673192295547837,0.054054054054053946,0.49793672627235214,0.625,0.5625,0.36111111111111105,0.15217391304347827,0.15789473684210525,0
123,0.5833333333333333,0.025260498894853177,0.8648648648648649,0.49793672627235214,0.9285714285714285,0.640625,0.4444444444444444,0.11956521739130438,0.07017543859649122,0
124,0.09999999999999998,0.02715503631196716,0.10810810810810789,0.5006877579092159,0.375,0.5625,0.4444444444444444,0.48913043478260865,0.3684210526315789,0
125,0.33333333333333326,0.014840543100726241,0.3513513513513513,0.49793672627235214,0.4464285714285714,0.5625,0.40277777777777773,0.5108695652173914,0.40350877192982454,0
126,0.5666666666666667,0.02747079254815283,0.8648648648648649,0.49793672627235214,0.9107142857142857,0.296875,0.4583333333333333,0.14130434782608692,0.08771929824561403,0
127,0.16666666666666663,0.05241553520682034,0.054054054054053946,0.49793672627235214,0.17857142857142858,0.5625,0.37499999999999994,0.7282608695652174,0.5964912280701753,0
128,0.7333333333333334,0.028102305020524156,0.3783783783783785,0.5006877579092159,0.4464285714285714,0.5625,0.06944444444444445,0.5108695652173914,0.631578947368421,0
129,0.7833333333333332,0.02715503631196716,0.8648648648648649,0.49793672627235214,0.9285714285714285,0.0625,0.27777777777777773,0.11956521739130438,0.17543859649122806,0
130,0.23333333333333328,0.04483738553836438,0.054054054054053946,0.49793672627235214,0.17857142857142858,0.5625,0.3333333333333333,0.7282608695652174,0.631578947368421,0
131,0.0,0.023997473950110516,0.027027027027027195,0.49793672627235214,0.5535714285714286,0.5625,0.49999999999999994,0.2282608695652174,0.12280701754385964,0
132,0.09999999999999998,0.008525418377012949,0.027027027027027195,0.49793672627235214,0.75,0.5625,0.41666666666666663,0.010869565217391297,0.0,0
133,0.16666666666666663,0.02210293653299653,0.08108108108108114,0.4896836313617607,0.375,0.5625,0.38888888888888884,0.4782608695652174,0.40350877192982454,0
134,0.0,0.007578149668455953,1.0,1.0,0.6785714285714286,0.828125,0.9999999999999999,0.4782608695652174,0.017543859649122806,0
135,0.0,0.008525418377012949,0.1351351351351351,0.49793672627235214,0.6785714285714286,0.5625,0.5555555555555556,0.13043478260869568,0.0,0
136,1.0,0.02841806125670982,0.8648648648648649,0.49793672627235214,0.9821428571428571,0.09375,0.09722222222222224,0.06521739130434784,0.24561403508771928,0
137,0.08333333333333326,0.029365329965266813,0.054054054054053946,0.49793672627235214,0.35714285714285715,0.5625,0.4444444444444444,0.48913043478260865,0.3684210526315789,0
138,0.29999999999999993,0.014524786864540576,0.3513513513513513,0.49793672627235214,0.4464285714285714,0.5625,0.41666666666666663,0.5108695652173914,0.40350877192982454,0
139,0.44999999999999996,0.5209977897063467,0.054054054054053946,0.49793672627235214,0.5535714285714286,0.5625,0.15277777777777776,0.25,0.3684210526315789,1
140,0.0,0.01673508051784023,0.027027027027027195,0.49793672627235214,0.6964285714285714,0.5625,0.49999999999999994,0.06521739130434784,0.0,0
141,0.95,0.02620776760341017,0.8648648648648649,0.49793672627235214,0.9821428571428571,0.328125,0.125,0.06521739130434784,0.22807017543859648,0
142,0.0,0.023997473950110516,0.0,0.49793672627235214,0.6071428571428571,0.265625,0.4861111111111111,0.16304347826086962,0.08771929824561403,0
143,0.18333333333333335,0.023997473950110516,0.43243243243243246,0.49793672627235214,0.39285714285714285,0.5625,0.5555555555555556,0.5869565217391305,0.38596491228070173,0
144,0.5833333333333333,0.04673192295547837,0.18918918918918903,0.49793672627235214,0.0,0.515625,0.09722222222222224,0.9999999999999999,1.0,0
145,0.11666666666666659,0.04610041048310704,0.054054054054053946,0.49793672627235214,0.625,0.5625,0.41666666666666663,0.15217391304347827,0.12280701754385964,0
146,0.0,0.02020839911588254,0.0,0.4965612104539202,0.625,0.796875,0.4861111111111111,0.13043478260869568,0.05263157894736842,0
147,0.0,0.011367224502683931,0.027027027027027195,0.49793672627235214,0.6964285714285714,0.5625,0.49999999999999994,0.06521739130434784,0.0,0
148,0.21666666666666667,0.017682349226397224,0.3513513513513513,0.49793672627235214,0.42857142857142855,0.140625,0.4861111111111111,0.532608695652174,0.38596491228070173,0
149,0.0,0.02431323018629618,0.8378378378378377,0.49793672627235214,0.6785714285714286,0.546875,0.9166666666666666,0.4130434782608695,0.017543859649122806,0
150,0.1333333333333333,0.023050205241553524,0.16216216216216228,0.49793672627235214,0.7678571428571428,0.5625,0.4583333333333333,0.03260869565217395,0.0,0
151,0.1333333333333333,0.021787180296810864,0.10810810810810789,0.5006877579092159,0.375,0.5625,0.41666666666666663,0.48913043478260865,0.38596491228070173,0
152,0.0,0.011998736975055258,0.8378378378378377,0.4965612104539202,0.6785714285714286,0.53125,0.9166666666666666,0.4130434782608695,0.017543859649122806,0
153,0.8166666666666667,0.02557625513103884,0.8648648648648649,0.49793672627235214,0.9464285714285714,0.46875,0.24999999999999997,0.08695652173913043,0.17543859649122806,0
154,0.1333333333333333,0.022418692769182194,0.43243243243243246,0.49793672627235214,0.39285714285714285,0.5625,0.5972222222222222,0.5869565217391305,0.3508771929824561,0
155,0.0,0.023997473950110516,0.054054054054053946,0.49793672627235214,0.5535714285714286,0.5625,0.513888888888889,0.25,0.12280701754385964,0
156,0.16666666666666663,0.025260498894853177,0.3783783783783785,0.5034387895460798,0.42857142857142855,0.453125,0.5416666666666666,0.5434782608695652,0.3508771929824561,0
157,0.0,0.01957688664351121,0.8378378378378377,0.49793672627235214,0.6785714285714286,0.546875,0.9166666666666666,0.4130434782608695,0.017543859649122806,0
158,0.7,0.02620776760341017,0.3783783783783785,0.5034387895460798,0.4464285714285714,0.5625,0.09722222222222224,0.5108695652173914,0.5964912280701753,0
159,0.11666666666666659,0.025892011367224504,0.10810810810810789,0.5020632737276479,0.375,0.5625,0.4444444444444444,0.48913043478260865,0.3684210526315789,0
160,0.5666666666666667,0.05178402273444901,0.18918918918918903,0.49793672627235214,0.0,0.4375,0.1111111111111111,0.9999999999999999,0.9824561403508771,0
161,0.8333333333333333,0.026523523839595834,0.8648648648648649,0.49793672627235214,0.9464285714285714,0.453125,0.23611111111111113,0.08695652173913043,0.17543859649122806,0
162,0.21666666666666667,0.04673192295547837,0.054054054054053946,0.49793672627235214,0.17857142857142858,0.5625,0.34722222222222215,0.7282608695652174,0.6140350877192982,0
163,0.4833333333333334,0.01736659299021156,0.3513513513513513,0.49793672627235214,0.4464285714285714,0.5625,0.26388888888888884,0.5108695652173914,0.4912280701754386,0
164,0.44999999999999996,0.01736659299021156,0.3513513513513513,0.49793672627235214,0.4464285714285714,0.5625,0.29166666666666663,0.5108695652173914,0.47368421052631576,0
165,0.1333333333333333,0.023997473950110516,0.43243243243243246,0.49793672627235214,0.39285714285714285,0.5625,0.5972222222222222,0.5869565217391305,0.3508771929824561,0
166,0.3833333333333333,0.05304704767919166,0.18918918918918903,0.49793672627235214,0.017857142857142905,1.0,0.26388888888888884,0.967391304347826,0.8771929824561402,0
167,0.09999999999999998,0.0015787811809283223,0.027027027027027195,0.49793672627235214,0.75,0.5625,0.41666666666666663,0.010869565217391297,0.0,0
168,0.0,0.02020839911588254,0.8378378378378377,0.49793672627235214,0.6428571428571428,0.46875,0.9166666666666666,0.44565217391304346,0.03508771929824561,0
169,0.09999999999999998,0.02620776760341017,0.054054054054053946,0.49793672627235214,0.35714285714285715,0.5625,0.4305555555555555,0.48913043478260865,0.38596491228070173,0
170,0.0,0.004104831070413643,0.8378378378378377,0.49793672627235214,0.6785714285714286,0.5625,0.9166666666666666,0.4130434782608695,0.017543859649122806,0
171,0.1499999999999999,0.0268392800757815,0.3783783783783785,0.5020632737276479,0.42857142857142855,0.5,0.5555555555555556,0.5434782608695652,0.3508771929824561,0
172,0.04999999999999993,0.04610041048310704,0.054054054054053946,0.49793672627235214,0.17857142857142858,0.5625,0.4861111111111111,0.7282608695652174,0.5438596491228069,0
173,0.5666666666666667,0.05052099778970635,0.18918918918918903,0.49793672627235214,0.0,0.453125,0.1111111111111111,0.9999999999999999,0.9824561403508771,0
174,0.6666666666666665,0.023365961477739186,0.8648648648648649,0.49793672627235214,0.9285714285714285,0.5,0.37499999999999994,0.11956521739130438,0.12280701754385964,0
175,0.1333333333333333,0.023365961477739186,0.054054054054053946,0.49793672627235214,0.35714285714285715,0.5625,0.40277777777777773,0.48913043478260865,0.40350877192982454,0
176,0.23333333333333328,0.04452162930217872,0.054054054054053946,0.49793672627235214,0.625,0.5625,0.3194444444444444,0.15217391304347827,0.17543859649122806,0
177,0.6333333333333333,0.02368171771392485,0.3513513513513513,0.4965612104539202,0.4464285714285714,0.5625,0.15277777777777776,0.5108695652173914,0.5789473684210527,0
178,0.08333333333333326,0.04452162930217872,0.054054054054053946,0.49793672627235214,0.625,0.5625,0.4305555555555555,0.15217391304347827,0.10526315789473684,0
179,0.18333333333333335,0.023997473950110516,0.08108108108108114,0.48830811554332876,0.375,0.5625,0.37499999999999994,0.4782608695652174,0.40350877192982454,0
