,Mcg,Gvh,Alm,Mit,Erl,Pox,Vac,Nuc,Class
22,0.6507936507936509,0.4262295081967213,0.09836065573770492,0.22,0.0,0.0,0.6333333333333334,0.3625,0
23,0.2380952380952382,0.40983606557377056,0.29508196721311464,0.09,0.0,0.0,0.7000000000000001,0.275,0
24,0.4603174603174604,0.5409836065573772,0.2622950819672132,0.12,0.0,0.0,0.6333333333333334,0.275,0
25,0.4444444444444445,0.2950819672131148,0.3278688524590163,0.15,0.0,0.0,0.7333333333333333,0.275,0
26,0.4603174603174604,0.3442622950819672,0.21311475409836067,0.24,0.0,0.0,0.7166666666666668,0.275,0
27,0.6190476190476191,0.49180327868852464,0.16393442622950816,0.27,0.0,0.0,0.7333333333333333,0.3625,0
28,0.36507936507936506,0.4262295081967213,0.21311475409836067,0.41,0.0,0.0,0.6666666666666667,0.4,0
29,0.2698412698412698,0.40983606557377056,0.3770491803278688,0.46,0.0,0.0,0.6333333333333334,0.41250000000000003,0
30,0.3333333333333334,0.3934426229508197,0.278688524590164,0.2,0.0,0.0,0.5333333333333333,0.275,0
31,0.4761904761904762,0.6557377049180328,0.16393442622950816,0.25,0.0,0.0,0.6166666666666667,0.35000000000000003,0
32,0.7142857142857144,0.5901639344262295,0.29508196721311464,0.27,0.0,0.0,0.4,0.275,0
33,0.4444444444444445,0.5081967213114755,0.180327868852459,0.4,0.0,0.0,0.4666666666666667,0.275,0
34,0.4444444444444445,0.2950819672131148,0.2622950819672132,0.24,0.0,0.0,0.5666666666666667,0.275,0
35,0.36507936507936506,0.22950819672131145,0.24590163934426235,0.18,0.0,0.0,0.7166666666666668,0.275,0
36,0.1746031746031746,0.5737704918032789,0.2622950819672132,0.18,0.0,0.0,0.6166666666666667,0.275,0
37,0.7301587301587305,0.7213114754098362,0.21311475409836067,0.16,0.0,0.0,0.7833333333333333,0.275,0
38,0.12698412698412703,0.639344262295082,0.14754098360655732,0.23,0.0,0.0,0.7000000000000001,0.275,0
39,0.41269841269841273,0.32786885245901637,0.180327868852459,0.46,0.0,0.6024096385542169,0.6166666666666667,0.3375,1
40,0.34920634920634924,0.31147540983606564,0.3278688524590163,0.47,0.0,0.0,0.5833333333333334,0.5375,0
41,0.49206349206349215,0.7049180327868854,0.29508196721311464,0.15,0.0,0.0,0.5666666666666667,0.275,0
42,0.3333333333333334,0.6721311475409837,0.21311475409836067,0.31,0.0,0.0,0.6,0.3875,0
43,0.6507936507936509,0.4754098360655738,0.29508196721311464,0.25,0.0,0.0,0.4666666666666667,0.325,0
44,0.2380952380952382,0.5409836065573772,0.180327868852459,0.21,0.0,0.0,0.6833333333333335,0.3875,0
45,0.15873015873015872,0.18032786885245905,0.3114754098360655,0.15,0.0,0.0,0.6166666666666667,0.375,0
46,0.3174603174603175,0.4262295081967213,0.278688524590164,0.16,0.0,0.0,0.5666666666666667,0.275,0
47,0.380952380952381,0.5901639344262295,0.2295081967213115,0.16,0.0,0.0,0.6833333333333335,0.275,0
48,0.6349206349206349,0.4426229508196721,0.180327868852459,0.14,0.0,0.0,0.5333333333333333,0.3125,0
49,0.3174603174603175,0.557377049180328,0.14754098360655732,0.31,0.0,0.0,0.6833333333333335,0.3625,0
50,0.3968253968253969,0.2950819672131148,0.2295081967213115,0.14,0.0,0.0,0.6833333333333335,0.55,0
51,0.41269841269841273,0.36065573770491804,0.19672131147540983,0.24,0.0,0.0,0.6833333333333335,0.41250000000000003,0
52,0.36507936507936506,0.36065573770491804,0.278688524590164,0.1,0.0,0.0,0.6,0.275,0
53,0.3333333333333334,0.3442622950819672,0.5245901639344261,0.21,0.0,0.0,0.6833333333333335,0.4,0
54,0.3333333333333334,0.3442622950819672,0.5245901639344261,0.21,0.0,0.0,0.6833333333333335,0.4,0
55,0.5555555555555558,0.45901639344262296,0.16393442622950816,0.2,0.0,0.0,0.65,0.275,0
56,0.4603174603174604,0.6557377049180328,0.08196721311475408,0.2,0.0,0.0,0.5666666666666667,0.275,0
57,0.7460317460317463,0.3934426229508197,0.180327868852459,0.23,0.0,0.0,0.6,0.275,0
58,0.03174603174603169,0.32786885245901637,0.2622950819672132,0.11,0.0,0.0,0.6166666666666667,0.3375,0
59,0.3968253968253969,0.27868852459016397,0.14754098360655732,0.32,0.0,1.0,0.6666666666666667,0.275,1
60,0.3174603174603175,0.31147540983606564,0.2295081967213115,0.67,0.0,0.0,0.5666666666666667,0.275,0
61,0.07936507936507936,0.21311475409836073,0.49180327868852447,0.18,0.0,0.0,0.65,0.275,0
62,0.4761904761904762,0.36065573770491804,0.19672131147540983,0.13,0.0,0.0,0.5666666666666667,0.275,0
63,0.5555555555555558,0.27868852459016397,0.21311475409836067,0.18,0.0,0.0,0.5833333333333334,0.275,0
64,0.380952380952381,0.5901639344262295,0.2295081967213115,0.53,0.0,0.0,0.6666666666666667,0.3125,0
65,0.4603174603174604,0.7049180327868854,0.360655737704918,0.23,0.0,0.0,0.7833333333333333,0.275,0
66,0.19047619047619047,0.557377049180328,0.21311475409836067,0.17,0.0,0.0,0.65,0.275,0
67,0.20634920634920634,0.5901639344262295,0.180327868852459,0.15,0.0,0.0,0.6666666666666667,0.275,0
68,0.20634920634920634,0.3442622950819672,0.21311475409836067,0.24,0.0,0.0,0.7833333333333333,0.275,0
69,0.6349206349206349,0.4754098360655738,0.21311475409836067,0.28,0.0,0.0,0.7000000000000001,0.3125,0
70,0.28571428571428575,0.3442622950819672,0.19672131147540983,0.11,0.0,0.0,0.7333333333333333,0.275,0
71,0.3968253968253969,0.3442622950819672,0.34426229508196715,0.21,0.0,0.0,0.7333333333333333,0.275,0
72,0.5396825396825398,0.49180327868852464,0.11475409836065575,0.28,0.0,0.0,0.5833333333333334,0.275,0
73,0.253968253968254,0.737704918032787,0.16393442622950816,0.21,0.0,0.0,0.6833333333333335,0.3125,0
74,0.523809523809524,0.31147540983606564,0.34426229508196715,0.12,0.0,0.0,0.7000000000000001,0.275,0
75,0.6031746031746033,0.32786885245901637,0.3278688524590163,0.24,0.0,0.0,0.45000000000000007,0.275,0
76,0.5873015873015874,0.32786885245901637,0.3114754098360655,0.21,0.0,0.0,0.4833333333333333,0.275,0
77,0.28571428571428575,0.5245901639344264,0.34426229508196715,0.19,0.0,0.6024096385542169,0.4833333333333333,0.275,1
78,0.34920634920634924,0.49180327868852464,0.3114754098360655,0.15,0.0,0.0,0.5333333333333333,0.3375,0
79,0.3015873015873017,0.49180327868852464,0.5901639344262295,0.17,0.0,0.0,0.7000000000000001,0.275,0
80,0.3015873015873017,0.49180327868852464,0.5901639344262295,0.17,0.0,0.0,0.7000000000000001,0.275,0
81,0.41269841269841273,0.09836065573770497,0.29508196721311464,0.36,0.0,0.0,0.65,0.22499999999999998,0
82,0.015873015873015872,0.08196721311475413,0.21311475409836067,0.14,0.0,0.0,0.6666666666666667,0.55,0
83,0.5079365079365081,0.5245901639344264,0.2622950819672132,0.14,0.0,0.0,0.6333333333333334,0.275,0
84,0.3968253968253969,0.5245901639344264,0.21311475409836067,0.23,0.0,1.0,0.6333333333333334,0.275,1
85,0.3015873015873017,0.4426229508196721,0.3278688524590163,0.22,0.0,0.0,0.55,0.275,0
86,0.9682539682539686,0.40983606557377056,0.180327868852459,0.15,0.0,0.0,0.6666666666666667,0.275,0
87,0.42857142857142866,0.22950819672131145,0.2295081967213115,0.16,0.0,0.0,0.6333333333333334,0.3625,0
88,0.5873015873015874,0.5081967213114755,0.2622950819672132,0.19,0.0,0.0,0.6833333333333335,0.275,0
89,0.3174603174603175,0.3934426229508197,0.2295081967213115,0.18,0.0,0.0,0.6833333333333335,0.275,0
90,0.523809523809524,0.5409836065573772,0.180327868852459,0.21,0.0,0.0,0.5833333333333334,0.375,0
91,0.5714285714285716,0.40983606557377056,0.2295081967213115,0.11,0.0,0.0,0.65,0.6,0
92,0.41269841269841273,0.5737704918032789,0.24590163934426235,0.32,0.0,0.0,0.7333333333333333,0.275,0
93,0.41269841269841273,0.5737704918032789,0.2295081967213115,0.32,0.0,0.0,0.7333333333333333,0.275,0
94,0.5555555555555558,0.7213114754098362,0.16393442622950816,0.34,0.0,0.0,0.65,0.275,0
95,0.6349206349206349,0.6065573770491803,0.11475409836065575,0.19,0.0,0.0,0.7166666666666668,0.3375,0
96,0.5714285714285716,0.5737704918032789,0.09836065573770492,0.14,0.0,0.0,0.6833333333333335,0.275,0
97,0.20634920634920634,0.4262295081967213,0.2622950819672132,0.12,0.0,0.0,0.65,0.275,0
98,0.6825396825396826,0.6065573770491803,0.11475409836065575,0.13,0.0,0.0,0.6666666666666667,0.275,0
99,0.253968253968254,0.40983606557377056,0.16393442622950816,0.15,1.0,0.0,0.7000000000000001,0.4375,0
100,0.380952380952381,0.49180327868852464,0.14754098360655732,0.14,0.0,0.0,0.6166666666666667,0.275,0
101,0.6031746031746033,0.6557377049180328,0.09836065573770492,0.26,0.0,0.0,0.6166666666666667,0.275,0
102,0.6984126984126986,0.6721311475409837,0.0491803278688524,0.12,0.0,0.0,0.65,0.3125,0
103,0.09523809523809523,0.31147540983606564,0.19672131147540983,0.18,0.0,0.0,0.6166666666666667,0.3375,0
104,0.5873015873015874,0.6721311475409837,0.2295081967213115,0.24,0.0,0.0,0.7333333333333333,0.275,0
105,0.6190476190476191,0.639344262295082,0.19672131147540983,0.24,0.0,0.0,0.6666666666666667,0.275,0
106,0.8253968253968256,0.6229508196721312,0.2295081967213115,0.15,0.0,0.0,0.6,0.41250000000000003,0
107,0.7936507936507937,0.639344262295082,0.19672131147540983,0.13,0.0,1.0,0.65,0.275,1
108,0.42857142857142866,0.4426229508196721,0.08196721311475408,0.21,0.0,0.0,0.7000000000000001,0.275,1
109,0.253968253968254,0.2459016393442623,0.29508196721311464,0.17,0.0,0.0,0.65,0.275,0
110,0.41269841269841273,0.31147540983606564,0.278688524590164,0.14,0.0,0.0,0.6833333333333335,0.275,0
111,0.4444444444444445,0.4262295081967213,0.3114754098360655,0.16,0.0,0.0,0.6,0.35000000000000003,0
112,0.34920634920634924,0.2950819672131148,0.19672131147540983,0.52,0.0,0.0,0.6,0.275,0
113,0.7936507936507937,0.639344262295082,0.180327868852459,0.31,0.0,0.0,0.7000000000000001,0.275,0
114,0.5079365079365081,0.6065573770491803,0.24590163934426235,0.29,0.0,0.0,0.6666666666666667,0.275,0
115,0.5714285714285716,0.737704918032787,0.29508196721311464,0.32,0.0,0.0,0.7333333333333333,0.42500000000000004,0
116,0.4603174603174604,0.22950819672131145,0.0491803278688524,0.21,0.0,0.0,0.7333333333333333,0.275,0
117,0.6825396825396826,0.6065573770491803,0.21311475409836067,0.15,0.0,0.0,0.65,0.3625,0
118,0.49206349206349215,0.4754098360655738,0.14754098360655732,0.17,0.0,0.0,0.5666666666666667,0.325,0
119,0.41269841269841273,0.3442622950819672,0.21311475409836067,0.2,0.0,0.0,0.6166666666666667,0.3125,0
120,0.5079365079365081,0.22950819672131145,0.11475409836065575,0.15,0.0,0.0,0.6333333333333334,0.525,0
121,0.36507936507936506,0.2950819672131148,0.13114754098360648,0.13,0.0,0.0,0.6166666666666667,0.3375,0
122,0.20634920634920634,0.27868852459016397,0.21311475409836067,0.2,0.0,0.0,0.65,0.35000000000000003,0
123,0.6349206349206349,0.7213114754098362,0.21311475409836067,0.3,0.0,0.0,0.55,0.3875,0
124,0.34920634920634924,0.5081967213114755,0.032786885245901565,0.11,0.0,0.0,0.6833333333333335,0.4375,0
125,0.28571428571428575,0.1967213114754099,0.180327868852459,0.12,0.0,0.0,0.6333333333333334,0.675,0
126,0.41269841269841273,0.5737704918032789,0.16393442622950816,0.17,0.0,0.0,0.65,0.275,0
127,0.6507936507936509,0.31147540983606564,0.3278688524590163,0.18,0.0,0.0,0.5833333333333334,0.275,0
128,0.3015873015873017,0.4262295081967213,0.2295081967213115,0.12,0.0,0.0,0.5833333333333334,0.275,0
129,0.6349206349206349,0.36065573770491804,0.21311475409836067,0.19,0.0,0.0,0.7000000000000001,0.3375,0
130,0.7142857142857144,0.5245901639344264,0.09836065573770492,0.13,0.0,0.0,0.6666666666666667,0.275,0
131,0.523809523809524,0.49180327868852464,0.19672131147540983,0.12,0.0,0.0,0.6333333333333334,0.5,0
132,0.4761904761904762,0.36065573770491804,0.14754098360655732,0.15,0.0,0.0,0.7000000000000001,0.3125,0
133,0.4761904761904762,0.4262295081967213,0.21311475409836067,0.16,0.0,0.0,0.6666666666666667,0.35000000000000003,0
134,0.4603174603174604,0.2950819672131148,0.16393442622950816,0.18,0.0,0.0,0.6333333333333334,0.275,0
135,0.3968253968253969,0.21311475409836073,0.2622950819672132,0.18,0.0,0.0,0.65,0.275,0
136,0.4761904761904762,0.3442622950819672,0.24590163934426235,0.17,0.0,0.0,0.6166666666666667,0.44999999999999996,0
137,0.8730158730158732,0.5245901639344264,0.180327868852459,0.08,0.0,0.0,0.7000000000000001,0.3875,0
138,0.1746031746031746,0.4754098360655738,0.13114754098360648,0.11,0.0,0.0,0.55,0.275,0
139,0.3968253968253969,0.49180327868852464,0.14754098360655732,0.38,0.0,0.0,0.65,0.275,0
140,0.19047619047619047,0.3934426229508197,0.180327868852459,0.17,0.0,0.0,0.6,0.275,0
141,0.5714285714285716,0.32786885245901637,0.278688524590164,0.21,0.0,0.0,0.65,0.275,0
142,0.3333333333333334,0.4426229508196721,0.180327868852459,0.17,0.0,0.0,0.6833333333333335,0.625,0
143,0.6190476190476191,0.3934426229508197,0.14754098360655732,0.24,0.0,0.0,0.65,0.4625,0
144,0.6190476190476191,0.32786885245901637,0.19672131147540983,0.26,0.0,0.0,0.6333333333333334,0.4625,0
145,0.3015873015873017,0.45901639344262296,0.360655737704918,0.13,0.0,0.0,0.6833333333333335,0.275,0
146,0.03174603174603169,0.27868852459016397,0.16393442622950816,0.16,0.0,0.0,0.6333333333333334,0.5625,0
147,0.4603174603174604,0.21311475409836073,0.13114754098360648,0.14,0.0,0.0,0.5666666666666667,0.325,0
148,0.253968253968254,0.31147540983606564,0.2295081967213115,0.18,0.0,0.0,0.4833333333333333,0.475,0
149,0.5396825396825398,0.36065573770491804,0.13114754098360648,0.15,0.0,0.0,0.75,0.275,0
150,0.42857142857142866,0.3934426229508197,0.278688524590164,0.16,0.0,0.0,0.7166666666666668,0.275,0
151,0.5873015873015874,0.3770491803278689,0.278688524590164,0.19,0.0,0.0,0.6833333333333335,0.275,0
152,0.6666666666666667,0.5409836065573772,0.16393442622950816,0.16,0.0,0.0,0.6833333333333335,0.525,0
153,0.7460317460317463,0.6721311475409837,0.21311475409836067,0.17,0.0,0.0,0.6,0.275,0
154,0.3968253968253969,0.32786885245901637,0.3114754098360655,0.2,0.0,0.0,0.7333333333333333,0.3125,0
155,0.6666666666666667,0.5409836065573772,0.16393442622950816,0.19,0.0,0.0,0.6833333333333335,0.5874999999999999,0
156,0.34920634920634924,0.14754098360655737,0.16393442622950816,0.28,0.0,0.0,0.6833333333333335,0.275,0
157,0.34920634920634924,0.36065573770491804,0.180327868852459,0.28,0.0,0.0,0.6166666666666667,0.275,0
158,0.523809523809524,0.4754098360655738,0.2295081967213115,0.1,0.0,0.0,0.5833333333333334,0.275,1
159,0.5079365079365081,0.36065573770491804,0.39344262295081966,0.18,0.0,0.0,0.65,0.275,0
160,0.49206349206349215,0.40983606557377056,0.21311475409836067,0.16,0.0,0.0,0.65,0.325,0
161,0.5079365079365081,0.21311475409836073,0.06557377049180324,0.18,0.0,0.0,0.5833333333333334,0.3125,0
162,0.380952380952381,0.49180327868852464,0.34426229508196715,0.25,0.0,0.0,0.7000000000000001,0.275,0
163,0.36507936507936506,0.0655737704918033,0.34426229508196715,0.14,0.0,0.0,0.5333333333333333,0.275,0
164,0.380952380952381,0.5081967213114755,0.2295081967213115,0.52,1.0,0.0,0.6,0.275,0
165,0.3015873015873017,0.45901639344262296,0.24590163934426235,1.0,0.0,0.0,0.6166666666666667,0.3375,0
166,0.12698412698412703,0.5737704918032789,0.278688524590164,0.18,0.0,0.0,0.65,0.275,0
167,0.380952380952381,0.3934426229508197,0.24590163934426235,0.14,0.0,0.0,0.6166666666666667,0.3875,0
168,0.523809523809524,0.4426229508196721,0.3114754098360655,0.55,0.0,0.0,0.5833333333333334,0.275,0
169,0.5079365079365081,0.36065573770491804,0.13114754098360648,0.19,0.0,0.0,0.65,0.4625,0
170,0.5555555555555558,0.5409836065573772,0.16393442622950816,0.14,0.0,0.0,0.7166666666666668,0.275,0
171,0.49206349206349215,0.3934426229508197,0.14754098360655732,0.17,0.0,0.0,0.6166666666666667,0.325,0
172,0.42857142857142866,0.4262295081967213,0.11475409836065575,0.16,0.0,0.0,0.6333333333333334,0.275,0
173,0.49206349206349215,0.21311475409836073,0.3770491803278688,0.19,0.0,0.0,0.7333333333333333,0.275,0
174,0.3174603174603175,0.26229508196721313,0.278688524590164,0.15,0.0,0.0,0.6166666666666667,0.3375,0
175,0.4603174603174604,0.49180327868852464,0.29508196721311464,0.24,0.0,0.0,0.6166666666666667,0.275,0
176,0.6825396825396826,0.639344262295082,0.13114754098360648,0.16,0.0,0.0,0.6666666666666667,0.275,0
177,0.7777777777777781,0.6065573770491803,0.19672131147540983,0.19,0.0,1.0,0.6833333333333335,0.275,1
178,0.4761904761904762,0.3770491803278689,0.09836065573770492,0.22,0.0,0.0,0.6333333333333334,0.275,0
179,0.6031746031746033,0.3770491803278689,0.0491803278688524,0.2,0.0,0.0,0.6833333333333335,0.275,0
180,0.3333333333333334,0.4262295081967213,0.14754098360655732,0.18,0.0,0.0,0.55,0.275,0
181,0.2380952380952382,0.5409836065573772,0.24590163934426235,0.13,0.0,0.0,0.65,0.275,0
182,0.15873015873015872,0.40983606557377056,0.24590163934426235,0.27,0.0,0.0,0.6,0.275,0
183,0.42857142857142866,0.557377049180328,0.360655737704918,0.13,0.0,0.0,0.5666666666666667,0.275,0
184,0.36507936507936506,0.4754098360655738,0.2295081967213115,0.22,0.0,1.0,0.6166666666666667,0.275,1
185,0.6031746031746033,0.31147540983606564,0.14754098360655732,0.24,0.0,0.0,0.7000000000000001,0.275,0
186,0.6190476190476191,0.27868852459016397,0.016393442622950838,0.21,0.0,0.0,0.6166666666666667,0.275,0
187,0.5396825396825398,0.32786885245901637,0.180327868852459,0.24,1.0,0.0,0.5666666666666667,0.275,0
188,0.380952380952381,0.31147540983606564,0.180327868852459,0.18,0.0,0.0,0.6166666666666667,0.35000000000000003,0
189,0.4761904761904762,0.639344262295082,0.2622950819672132,0.17,0.0,0.0,0.5166666666666667,0.275,0
190,0.28571428571428575,0.32786885245901637,0.09836065573770492,0.14,0.0,0.0,0.5666666666666667,0.275,0
191,0.49206349206349215,0.2459016393442623,0.2295081967213115,0.41,0.0,0.0,0.7000000000000001,0.44999999999999996,0
192,0.6349206349206349,0.6065573770491803,0.0,0.52,0.0,0.0,0.6166666666666667,0.3875,0
193,0.4444444444444445,0.4754098360655738,0.2622950819672132,0.19,0.0,0.0,0.8166666666666668,0.275,0
194,0.253968253968254,0.4754098360655738,0.08196721311475408,0.27,0.0,0.0,0.6333333333333334,0.275,0
195,0.4761904761904762,0.3770491803278689,0.19672131147540983,0.18,0.0,0.0,0.65,0.3375,0
196,0.15873015873015872,0.21311475409836073,0.2622950819672132,0.24,0.0,0.0,0.6333333333333334,0.275,0
197,0.4761904761904762,0.09836065573770497,0.29508196721311464,0.18,0.0,1.0,0.6833333333333335,0.275,1
198,0.1428571428571429,0.4426229508196721,0.278688524590164,0.16,0.0,0.0,0.5833333333333334,0.325,0
199,0.7936507936507937,0.2950819672131148,0.21311475409836067,0.12,0.0,0.0,0.41666666666666674,0.4375,0
200,0.5873015873015874,0.4426229508196721,0.180327868852459,0.3,0.0,0.0,0.6333333333333334,0.275,0
201,0.49206349206349215,0.4754098360655738,0.24590163934426235,0.16,0.0,0.0,0.6,0.275,1
202,0.4444444444444445,0.36065573770491804,0.3278688524590163,0.27,0.0,0.0,0.7000000000000001,0.275,1
203,0.7777777777777781,0.6229508196721312,0.08196721311475408,0.49,0.0,0.0,0.45000000000000007,0.325,1
204,0.49206349206349215,0.49180327868852464,0.29508196721311464,0.27,0.0,0.0,0.5833333333333334,0.275,1
205,0.41269841269841273,0.40983606557377056,0.360655737704918,0.2,0.0,0.0,0.8166666666666668,0.275,0
206,0.4761904761904762,0.3934426229508197,0.2295081967213115,0.16,0.0,0.0,0.6,0.3875,0
207,0.5079365079365081,0.40983606557377056,0.29508196721311464,0.25,0.0,0.0,0.6666666666666667,0.275,0
208,0.4761904761904762,0.3934426229508197,0.11475409836065575,0.18,0.0,0.0,0.6,0.3875,0
209,0.523809523809524,0.40983606557377056,0.19672131147540983,0.18,0.0,0.0,0.6166666666666667,0.275,0
210,0.5714285714285716,0.6229508196721312,0.21311475409836067,0.1,0.0,0.0,0.6666666666666667,0.275,0
211,0.3174603174603175,0.6065573770491803,0.180327868852459,0.1,0.0,0.0,0.6333333333333334,0.3125,0
212,0.6031746031746033,0.45901639344262296,0.180327868852459,0.2,0.0,0.0,0.6333333333333334,0.35000000000000003,0
213,0.6825396825396826,0.36065573770491804,0.16393442622950816,0.29,0.0,0.0,0.6166666666666667,0.3375,0
214,0.41269841269841273,0.32786885245901637,0.16393442622950816,0.14,1.0,0.0,0.6666666666666667,0.375,0
215,0.4444444444444445,0.45901639344262296,0.34426229508196715,0.15,0.0,0.0,0.41666666666666674,0.275,0
216,0.42857142857142866,0.40983606557377056,0.2295081967213115,0.23,0.0,0.0,0.6333333333333334,0.275,0
217,0.4603174603174604,0.3442622950819672,0.14754098360655732,0.19,0.0,0.0,0.75,0.275,0
218,0.380952380952381,0.3934426229508197,0.2295081967213115,0.19,0.0,0.0,0.7166666666666668,0.275,0
219,0.1428571428571429,0.2459016393442623,0.2622950819672132,0.15,0.0,0.0,0.7333333333333333,0.275,0
220,0.3015873015873017,0.6721311475409837,0.21311475409836067,0.14,0.0,0.0,0.6666666666666667,0.275,0
221,0.5714285714285716,0.49180327868852464,0.24590163934426235,0.2,0.0,0.0,0.7166666666666668,0.275,0
222,0.42857142857142866,0.26229508196721313,0.14754098360655732,0.36,0.0,0.0,0.5833333333333334,0.275,1
223,0.41269841269841273,0.4262295081967213,0.2295081967213115,0.15,0.0,0.0,0.65,0.3375,0
224,0.5079365079365081,0.4426229508196721,0.11475409836065575,0.29,0.0,0.0,0.6833333333333335,0.275,0
225,0.5714285714285716,0.6885245901639345,0.24590163934426235,0.16,0.0,0.0,0.5333333333333333,0.3375,0
226,0.42857142857142866,0.6721311475409837,0.24590163934426235,0.25,0.0,0.0,0.55,0.275,0
227,0.5396825396825398,0.6229508196721312,0.14754098360655732,0.14,0.0,0.0,0.6333333333333334,0.275,0
228,0.36507936507936506,0.5245901639344264,0.29508196721311464,0.17,0.0,0.0,0.6,0.275,0
229,0.523809523809524,0.40983606557377056,0.278688524590164,0.2,0.0,0.0,0.6166666666666667,0.275,0
230,0.5396825396825398,0.36065573770491804,0.29508196721311464,0.24,0.0,0.0,0.43333333333333335,0.35000000000000003,0
231,0.5873015873015874,0.4426229508196721,0.180327868852459,0.17,0.0,0.0,0.6333333333333334,0.325,0
232,0.9206349206349209,0.5901639344262295,0.09836065573770492,0.17,0.0,0.0,0.6666666666666667,0.275,0
233,0.41269841269841273,0.3934426229508197,0.21311475409836067,0.17,0.0,0.0,0.6833333333333335,0.275,0
234,0.1428571428571429,0.49180327868852464,0.2622950819672132,0.19,0.0,0.0,0.7333333333333333,0.275,0
235,0.5079365079365081,0.49180327868852464,0.278688524590164,0.28,0.0,0.0,0.6833333333333335,0.3375,0
236,0.4603174603174604,0.5737704918032789,0.16393442622950816,0.32,0.0,0.0,0.6166666666666667,0.275,0
237,0.6349206349206349,0.40983606557377056,0.14754098360655732,0.46,0.0,0.0,0.6,0.275,0
238,0.5396825396825398,0.3934426229508197,0.2295081967213115,0.18,0.0,0.0,0.4833333333333333,0.275,0
239,0.41269841269841273,0.09836065573770497,0.180327868852459,0.33,0.0,0.0,0.6666666666666667,0.325,0
240,0.4603174603174604,0.4754098360655738,0.278688524590164,0.11,0.0,0.0,0.33333333333333337,0.275,0
241,0.253968253968254,0.4262295081967213,0.2295081967213115,0.19,0.0,0.0,0.5833333333333334,0.275,0
242,0.4603174603174604,0.4426229508196721,0.278688524590164,0.18,0.0,0.0,0.75,0.275,0
243,0.42857142857142866,0.36065573770491804,0.180327868852459,0.24,0.0,0.0,0.5833333333333334,0.3875,0
244,0.380952380952381,0.40983606557377056,0.180327868852459,0.21,0.0,0.0,0.6,0.42500000000000004,0
245,0.6666666666666667,0.557377049180328,0.19672131147540983,0.26,0.0,0.0,0.65,0.275,0
246,0.6349206349206349,0.4262295081967213,0.19672131147540983,0.53,0.0,0.0,0.6666666666666667,0.325,0
247,0.3333333333333334,0.639344262295082,0.180327868852459,0.16,0.0,0.0,0.6333333333333334,0.275,0
248,0.6666666666666667,0.40983606557377056,0.24590163934426235,0.11,0.0,0.0,0.5666666666666667,0.275,0
249,0.7460317460317463,0.557377049180328,0.24590163934426235,0.18,0.0,0.0,0.5,0.275,0
250,0.6507936507936509,0.4426229508196721,0.11475409836065575,0.32,0.0,0.0,0.45000000000000007,0.41250000000000003,0
251,0.7142857142857144,0.3770491803278689,0.19672131147540983,0.35,0.0,0.0,0.6666666666666667,0.275,0
